Ingrese tamaño de la matriz R
Ingrese gamma (-1 default)Ingrese alpha (-1 default)q matrix, only best values are printed xD
	0		1		2		3		4		5		6		7		8		9		10		11		12		13		14		15		16		17		18		19		20		21		22		23		24		25		26		27		28		29		30		31		32		33		34		35		36		37		38		39		40		41		42		43		44		45		46		47		48		49		
0:	-0.00055285	-0.00055285	-0.00055285	-0.00055285	-0.00055285	-0.00072949	-0.00074809	-0.00129076	-0.00108226	-0.00066527	-0.00058092	-0.00043096	-0.00030907	-0.00006530	0.00042225	0.00139735	0.00334754	0.00724794	0.01504873	0.03065030	0.06185345	0.12425975	-0.00073088	-0.00074963	-0.00098236	-0.00049504	0.00047959	0.00242886	-0.00143674	-0.00137422	-0.00124920	-0.00099915	-0.00049904	0.00050117	0.00250158	0.00650241	0.01450408	0.03050740	0.06176443	0.12425975	-0.00030919	-0.00006553	0.00042179	0.00139642	0.00334569	0.00724423	0.01504131	0.03063546	0.06182378	0.12420040	
1:	0.00039355	0.00039355	0.00039355	0.00039355	0.00039355	0.00004026	0.00000308	-0.00108226	-0.00066527	0.00016870	0.00033740	0.00063733	0.00088110	0.00136865	0.00234375	0.00429395	0.00819434	0.01599513	0.03159670	0.06279985	0.12520614	0.25001875	0.00003748	0.00000000	-0.00124080	-0.00099715	-0.00050983	0.00046481	-0.00137422	-0.00124920	-0.00099915	-0.00049904	0.00050117	0.00250158	0.00650241	0.01450408	0.03050740	0.06251405	0.12502810	0.25001875	0.00088087	0.00136819	0.00234282	0.00429209	0.00819063	0.01598771	0.03158187	0.06277018	0.12514681	0.24990006	
2:	0.00078711	0.00078711	0.00078711	0.00078711	0.00078711	0.00008053	0.00000615	-0.00066527	0.00016870	0.00033740	0.00067481	0.00127466	0.00176220	0.00273730	0.00468750	0.00858789	0.01638868	0.03199026	0.06319340	0.12559970	0.25041229	0.50003749	0.00007496	0.00000000	-0.00137003	-0.00124820	-0.00100454	-0.00051722	-0.00124920	-0.00099915	-0.00049904	0.00050117	0.00250158	0.00650241	0.01450408	0.03050740	0.06251405	0.12502810	0.25005621	0.50003749	0.00176174	0.00273638	0.00468565	0.00858418	0.01638126	0.03197542	0.06316373	0.12554036	0.25029361	0.49980012	
3:	0.00149925	0.00149925	0.00149925	0.00149925	0.00149925	0.00008609	0.00001230	-0.00058092	0.00033740	0.00067481	0.00127466	0.00247435	0.00344945	0.00539964	0.00930004	0.01710082	0.03270240	0.06390554	0.12631184	0.25112444	0.50074965	1.00000000	0.00007496	0.00000000	-0.00143464	-0.00137372	-0.00125189	-0.00100824	-0.00100500	-0.00051076	0.00047774	0.00245473	0.00640871	0.01431667	0.03013259	0.06176443	0.12502810	0.25005621	0.50003749	1.00000000	0.00344852	0.00539779	0.00929633	0.01709341	0.03268756	0.06387588	0.12625250	0.25100577	0.50051224	0.99952525	
4:	0.00149925	0.00149925	0.00149925	0.00149925	0.00149925	0.00009722	0.00002460	-0.00043096	0.00063733	0.00127466	0.00247435	0.00344945	0.00539964	0.00930004	0.01710082	0.03270240	0.06390554	0.12631184	0.25112444	0.50074965	1.00000000	0.50074965	0.00007496	0.00000000	-0.00143784	-0.00137644	-0.00125363	-0.00100800	-0.00051676	0.00046573	0.00243072	0.00636069	0.01422062	0.02994050	0.06138025	0.12425975	0.25001875	0.50003749	1.00000000	0.50074965	0.00539779	0.00929633	0.01709341	0.03268756	0.06387588	0.12625250	0.25100577	0.50051224	0.99952525	0.49980012	
5:	0.00149925	0.00149925	0.00149925	0.00149925	0.00149925	0.00011948	0.00004920	-0.00049190	0.00051544	0.00103088	0.00198680	0.00247435	0.00344945	0.00539964	0.00930004	0.01710082	0.03270240	0.06390554	0.12631184	0.25112444	0.50074965	1.00000000	0.00007496	0.00000000	-0.00146855	-0.00143784	-0.00137551	-0.00125178	-0.00100431	-0.00050936	0.00048052	0.00246029	0.00641984	0.01433892	0.03017710	0.06185345	0.12520614	0.25041229	0.50074965	1.00000000	0.00344852	0.00539779	0.00929633	0.01709341	0.03268756	0.06387588	0.12625250	0.25100577	0.50051224	0.99952525	
6:	0.00078711	0.00078711	0.00078711	0.00149925	0.00149925	0.00016399	0.00009840	-0.00052238	0.00045450	0.00090899	0.00174303	0.00198680	0.00176220	0.00273730	0.00468750	0.00858789	0.01638868	0.03199026	0.06319340	0.12559970	0.25112444	0.50074965	0.00007496	0.00000000	-0.00148390	-0.00146855	-0.00143738	-0.00137551	-0.00124808	-0.00099691	-0.00049458	0.00051010	0.00251944	0.00653814	0.01457553	0.03065030	0.06279985	0.12559970	0.25112444	0.50074965	0.00176174	0.00273638	0.00468565	0.00858418	0.01638126	0.03197542	0.06316373	0.12554036	0.25029361	0.49980012	
7:	0.00039355	0.00039355	0.00078711	0.00149925	0.00149926	0.00025301	0.00019681	-0.00053761	0.00042403	0.00084805	0.00162114	0.00174303	0.00091858	0.00136865	0.00234375	0.00429395	0.00819434	0.01599513	0.03159670	0.06319340	0.12631184	0.25112444	0.00007496	0.00000000	-0.00149157	-0.00148390	-0.00146832	-0.00143461	-0.00136997	-0.00124069	-0.00098213	-0.00046500	0.00056925	0.00263774	0.00677474	0.01504873	0.03159670	0.06319340	0.12631184	0.25112444	0.00091835	0.00136819	0.00234282	0.00429209	0.00819063	0.01598771	0.03158187	0.06277018	0.12514681	0.24990006	
8:	-0.00055285	0.00039356	0.00078711	0.00149926	0.00149927	0.00043106	0.00039361	0.00039367	0.00040879	0.00081758	0.00156019	0.00162114	0.00049677	0.00068433	0.00042225	0.00139735	0.00334754	0.00724794	0.01599513	0.03199026	0.06390554	0.12631184	0.00007496	0.00000000	-0.00149541	-0.00149157	-0.00148378	-0.00146508	-0.00143091	-0.00136258	-0.00122590	-0.00095255	-0.00040585	0.00068755	0.00287434	0.00724794	0.01599513	0.03199026	0.06390554	0.12631184	0.00049666	0.00068409	0.00042179	0.00139642	0.00334569	0.00724423	0.01504131	0.03063546	0.06182378	0.12420040	
9:	-0.00055285	0.00039356	0.00078711	0.00149927	0.00149928	0.00078717	0.00078723	0.00078734	0.00078758	0.00080234	0.00152972	0.00156019	0.00028587	0.00034216	-0.00053850	-0.00005095	0.00092415	0.00334754	0.00819434	0.01638868	0.03270240	0.06390554	0.00007496	0.00000000	-0.00149733	-0.00149541	-0.00149152	-0.00148032	-0.00146138	-0.00142352	-0.00134779	-0.00119633	-0.00089340	-0.00028755	0.00092415	0.00334754	0.00819434	0.01638868	0.03270240	0.06390554	0.00028581	0.00034205	-0.00053873	-0.00005141	0.00092322	0.00287249	0.00677103	0.01456811	0.03016226	0.06135057	
